glottocode,name,macroarea,latitude,longitude,Language_family,precipitation,tones
bagi1246,Bagirmi,Africa,11.5239,14.7695,"Central Sudanic",61.9925,3
bong1285,Bongo,Africa,7.4145,27.9918,"Central Sudanic",83.67783333,0
jurm1239,"Jur Modo",Africa,6.03321,29.974,"Central Sudanic",80.76416667,0
lend1245,Lendu,Africa,2.1898,30.6794,"Central Sudanic",110.1783333,4
lese1243,Lese,Africa,1.8798,29.2918,"Central Sudanic",119.6561667,3
logo1259,Logo,Africa,3.32608,29.8866,"Central Sudanic",116.1333333,3
lugb1240,Lugbara,Africa,3.02245,30.8642,"Central Sudanic",98.50066667,3
madi1260,"Ma'di",Africa,3.62499,31.8471,"Central Sudanic",85.20033333,4
moru1253,Moru,Africa,5.1232,30.3287,"Central Sudanic",99.36966667,3
bari1297,"Bari (Chibchan)","South America",9.08497,-72.9353,Chibchan,145.0491667,0
bord1248,"Border Kuna","South America",7.92993,-77.1664,Chibchan,171.73,0
cent2150,"Central Tunebo","South America",6.8867,-72.097,Chibchan,267.669,0
chib1270,Chibcha,"South America",6.24999,-74.1666,Chibchan,235.8101667,0
cogu1240,Cogui,"South America",10.9485,-73.8043,Chibchan,130.4761667,0
chim1301,Chimariko,"North America",41.0,-123.0,Chimariko,89.78625,0
nort2972,"Northern Emberá","South America",7.12761,-77.574,Chocoan,123.6731667,0
onaa1245,"Selk'nam","South America",-54.0,-68.5,Chonan,39.248416665,0
tehu1242,Tehuelche,"South America",-47.5796,-68.3235,Chonan,9.25775,0
chuk1273,Chukchi,Eurasia,68.6436,170.045,Chukotko-Kamchatkan,24.67,0
quec1382,Quechan,"North America",32.7859,-114.599,Cochimi-Yuman,9.868166667,0
jenn1240,"Jennu Kurumba",Eurasia,11.5041,76.5767,Dravidian,61.40316667,0
koda1255,Kodava,Eurasia,12.2443,75.9161,Dravidian,146.2296667,0
koya1251,Koya,Eurasia,17.6772,81.2096,Dravidian,78.64783333,0
kuii1252,"Kui (India)",Eurasia,19.2043,83.5859,Dravidian,101.862,0
kuru1302,Kurukh,Eurasia,24.4644,86.4657,Dravidian,116.2225,0
tami1289,Tamil,Eurasia,10.520219,78.825989,Dravidian,86.471,0
telu1262,Telugu,Eurasia,16.4529,78.7024,Dravidian,71.09033333,0
toda1252,Toda,Eurasia,11.4184,77.0168,Dravidian,56.64033333,0
gaam1241,Gaam,Africa,11.4674,33.9797,"Eastern Jebel",71.14266667,3
apuc1241,A-Pucikwar,Eurasia,12.241,92.7965,"Great Andamanese",256.5404167,0
guah1255,Guahibo,"South America",5.81736,-68.9839,Guahibo,206.0098333,0
abip1241,Abipon,"South America",-29.0,-61.0,Guaicuruan,67.4495,0
kadi1248,"Kadiwéu","South America",-19.7222,-57.582,Guaicuruan,110.6671667,0
toba1269,Toba,"South America",-24.4025,-60.4473,Guaicuruan,70.22233333,0
guat1253,"Guató","South America",-17.8696,-57.2897,"Guató",87.40958333,0
gunw1252,Gunwinggu,Australia,-12.3398,133.358,Gunwinyguan,100.3691667,0
nung1290,Nunggubuyu,Australia,-14.2623,135.753,Gunwinyguan,102.1326667,0
nort2938,"Northern Haida","North America",54.6931,-132.465,Haida,146.42066665,0
koal1240,Koalib,Africa,11.6965,30.4717,Heiban,45.87516667,0
otor1240,Otoro,Africa,11.1187,30.573,Heiban,45.87516667,0
tira1254,Tira,Africa,11.0963,30.8092,Heiban,60.38,0
sanm1287,"San Mateo del Mar Huave","North America",16.2129,-95.0077,Huavean,65.78983333,0
muru1274,"Murui Huitoto","South America",-1.13669,-73.8331,Huitotoan,256.821,0
kala1381,Kalabari,Africa,4.53194,6.69539,Ijoid,182.7126667,3
afri1274,Afrikaans,Africa,-22.0,30.0,Indo-European,59.64583333,0
beng1280,Bengali,Eurasia,24.0,90.0,Indo-European,111.1118333,0
bhil1251,Bhili,Eurasia,20.85,73.9592,Indo-European,71.28033333,0
bulg1262,Bulgarian,Eurasia,43.3646,25.047,Indo-European,42.77866667,0
czec1258,Czech,Eurasia,49.873398,15.10437,Indo-European,67.55633333,0
dutc1256,Dutch,Eurasia,52.0,5.0,Indo-European,59.20116667,0
guja1252,Gujarati,Eurasia,22.687,71.0962,Indo-European,66.849,0
icel1247,Icelandic,Eurasia,63.4837,-19.0212,Indo-European,71.49016667,0
iris1253,Irish,Eurasia,53.2186,-7.61509,Indo-European,95.2185,0
kash1277,Kashmiri,Eurasia,34.1668,74.3305,Indo-European,40.93933333,0
lith1251,Lithuanian,Eurasia,55.1429,23.9601,Indo-European,49.60883333,0
mait1250,Maithili,Eurasia,26.3817,86.2211,Indo-European,99.39433333,0
nucl1235,"Modern Armenian",Eurasia,40.0,45.0,Indo-European,40.78216667,0
mode1248,"Modern Greek (1453-)",Eurasia,42.3224,24.8699,Indo-European,56.27816667,0
nucl1284,"Nuclear Oriya",Eurasia,21.6626,86.8563,Indo-European,107.4155,0
osse1243,Ossetian,Eurasia,41.7882,43.2674,Indo-European,56.09916667,0
panj1256,Panjabi,Eurasia,30.0368,75.6702,Indo-European,40.4985,3
russ1263,Russian,Eurasia,59.0,50.0,Indo-European,41.70716667,0
sans1269,Sanskrit,Eurasia,20.0,77.0,Indo-European,33.3105,0
shin1264,Shina,Eurasia,34.6515,75.287,Indo-European,46.76033333,0
sind1272,Sindhi,Eurasia,26.0,69.0,Indo-European,12.73733333,0
sinh1246,Sinhala,Eurasia,8.0,81.0,Indo-European,174.2553333,0
stan1293,"Standard English",Eurasia,53.0,-1.0,Indo-European,116.303166665,0
stan1290,"Standard French",Eurasia,48.0,2.0,Indo-European,90.68366667,0
stan1288,"Standard Spanish",Eurasia,40.4414,-1.11788,Indo-European,41.19783333,0
sene1264,Seneca,"North America",42.6128,-79.3403,Iroquoian,64.5705,0
wyan1247,Wyandot,"North America",44.33,-77.5,Iroquoian,69.256,0
nucl1643,"Nuclear Japanese",Eurasia,35.0,135.0,Japonic,140.8765,2
onge1236,"Önge",Eurasia,10.6926,92.4707,Jarawa-Onge,232.5331667,0
shua1257,Shuar,"South America",-3.45136,-78.1892,Jivaroan,182.958,0
piar1243,Piaroa,"South America",4.41805,-67.7574,Jodi-Saliban,213.275,0
kron1241,Krongo,Africa,10.514,30.003,Kadugli-Krongo,63.1405,2
tuli1249,Tulishi,Africa,11.4507,29.108,Kadugli-Krongo,41.99366667,3
nuka1242,"Nukak Makú","South America",2.65939,-71.4629,Kakua-Nukak,231.2698333,0
karo1304,Karok,"North America",41.8228,-123.315,Karok,89.997416685,3
qawa1238,Qawasqar,"South America",-49.703,-75.3756,Kawesqar,67.339916665,0
haio1238,Hai//om,Africa,-19.7637,17.0299,Khoe-Kwadi,34.27166667,0
kxoe1243,Kxoe,Africa,-16.5905,22.5998,Khoe-Kwadi,57.58483333,4
jeme1245,Jemez,"North America",35.5994,-106.766,Kiowa-Tanoan,28.59883333,0
sout2961,"Southern Tiwa","North America",34.7873,-106.661,Kiowa-Tanoan,26.33133333,3
kima1246,Kimaama,Papunesia,-8.01899,138.355,Kolopom,203.6416667,4
komo1258,"Komo (Sudan)",Africa,8.94162,34.0939,Koman,124.38,0
kore1280,Korean,Eurasia,37.5,128.0,Koreanic,34.8105,0
nort2952,"Northeast Maidu","North America",40.4102,-120.645,Maiduan,71.44458333,0
bamb1269,Bambara,Africa,12.0401,-9.98949,Mande,68.521,2
band1352,Bandi,Africa,7.73729,-10.1684,Mande,211.779,4
biss1248,Bissa,Africa,10.4257,-1.67332,Mande,61.41816667,3
dyul1238,Dyula,Africa,10.4536,-4.72007,Mande,102.1763333,2
gagu1242,Gagu,Africa,6.40859,-5.51851,Mande,118.0668333,4
guro1248,Guro,Africa,7.34954,-6.31154,Mande,118.0668333,3
kura1250,Kuranko,Africa,9.49325,-10.6122,Mande,194.7216667,0
libe1247,"Liberia Kpelle",Africa,6.92048,-9.96128,Mande,202.4876667,3
mend1266,"Mende (Sierra Leone)",Africa,7.90935,-10.9926,Mande,230.2646667,4
nort2819,"Northern Bobo Madaré",Africa,12.4182,-4.47538,Mande,60.40033333,3
soni1259,Soninke,Africa,13.1273,-11.7178,Mande,18.09283333,7
sout2844,"Southern Samo",Africa,12.713,-2.9052,Mande,57.56516667,0
susu1250,Susu,Africa,10.4046,-13.3628,Mande,47.01633333,0
tiey1235,"Tiéyaxo Bozo",Africa,14.1223,-5.08609,Mande,45.00683333,3
tour1242,"Toura (Côte d'Ivoire)",Africa,7.76747,-7.33105,Mande,126.5885,4
vaii1241,Vai,Africa,7.05085,-11.3262,Mande,276.0433333,4
west2500,"Western Maninkakan",Africa,13.5677,-12.8009,Mande,114.9565,0
yalu1240,Yalunka,Africa,9.97186,-11.2836,Mande,176.893,0
iyow1239,"Iyo'wujwa Chorote","South America",-22.2067,-62.6508,Matacoan,37.85966667,0
huas1242,Huastec,"North America",21.6153,-98.5028,Mayan,108.8561667,0
kich1262,"K'iche'","North America",14.5278,-91.1696,Mayan,225.2926667,0
mamm1241,Mam,"North America",14.8034,-91.7231,Mayan,129.1413333,0
tzel1254,Tzeltal,"North America",16.6384,-92.2786,Mayan,149.4066667,0
lake1258,"Lake Miwok","North America",39.0021,-122.621,Miwok-Costanoan,80.97325,0
halh1238,"Halh Mongolian",Eurasia,48.324,106.289,Mongolic,16.42683333,0
chic1270,Chickasaw,"North America",33.9452,-97.1301,Muskogean,113.282,0
choc1276,Choctaw,"North America",33.8993,-94.819,Muskogean,99.80683333,0
chec1245,Chechen,Eurasia,43.5,45.5,Nakh-Daghestanian,40.15866667,0
sout2994,"Southern Nambikuára","South America",-14.3707,-59.5187,Nambiquaran,149.0160833,0
ambu1247,Ambulas,Papunesia,-3.7801,143.059,Ndu,150.701,0
anua1242,Anuak,Africa,7.57714,34.0267,Nilotic,101.729,4
kips1239,Kipsigis,Africa,-0.35774,35.258532,Nilotic,44.78166667,4
lang1324,"Lango (Uganda)",Africa,2.13867,33.0553,Nilotic,103.4136667,2
luok1236,"Luo (Kenya and Tanzania)",Africa,-0.93296,34.4896,Nilotic,87.93083333,3
maba1273,Mabaan,Africa,9.81455,33.5404,Nilotic,91.05316667,4
masa1300,Masai,Africa,-3.1419,36.4573,Nilotic,37.542,4
nand1266,Nandi,Africa,0.793737,35.408478,Nilotic,134.8895,0
nuer1246,Nuer,Africa,8.13911,32.3829,Nilotic,75.71083333,0
otuh1238,Otuho,Africa,4.16379,32.6641,Nilotic,72.3315,3
shil1265,Shilluk,Africa,9.85472,31.7926,Nilotic,66.28416667,3
topo1242,Toposa,Africa,5.15904,34.2159,Nilotic,54.84316667,1
gily1242,Nivkh,Eurasia,52.59,140.681,Nivkh,45.013583335,0
bumb1241,"Bumbita Arapesh",Papunesia,-3.65508,142.859,"Nuclear Torricelli",219.2466667,0
orok1269,Orokaiva,Papunesia,-8.79019,148.09,"Nuclear Trans New Guinea",216.4533333,0
apin1244,"Apinayé","South America",-6.10774,-47.6315,Nuclear-Macro-Je,157.2183333,0
cane1242,Canela,"South America",-6.10712,-45.1299,Nuclear-Macro-Je,97.07566667,0
kara1500,"Karajá","South America",-11.1881,-50.3492,Nuclear-Macro-Je,156.9615,0
kren1239,Krenak,"South America",-18.9988,-41.2299,Nuclear-Macro-Je,90.667583335,0
xava1240,"Xavánte","South America",-14.3017,-52.4367,Nuclear-Macro-Je,150.9741667,0
xere1240,"Xerénte","South America",-9.59426,-48.2629,Nuclear-Macro-Je,140.3541667,0
xokl1240,Xokleng,"South America",-26.9217,-49.5886,Nuclear-Macro-Je,135.5123333,0
mezq1235,"Mezquital Otomi","North America",20.2274,-99.5564,Otomanguean,47.75716667,3
alya1239,Alyawarr,Australia,-21.0427,136.835,Pama-Nyungan,19.49733333,0
kara1476,Karadjeri,Australia,-18.6771,122.334,Pama-Nyungan,32.74933333,0
wikm1247,Wik-Mungkan,Australia,-13.9805,141.816,Pama-Nyungan,104.167,0
amah1246,Amahuaca,"South America",-10.2012,-72.3208,Pano-Tacanan,197.1416667,0
chac1251,"Chácobo","South America",-12.133,-66.7164,Pano-Tacanan,142.7718333,0
ship1254,Shipibo-Conibo,"South America",-7.17105,-74.8219,Pano-Tacanan,184.4553333,0
yagu1244,Yagua,"South America",-3.42913,-72.2186,Peba-Yagua,229.728,0
nort2966,"Northern Pomo","North America",39.1084,-123.209,Pomoan,81.08633333,0
pume1238,"Pumé","South America",7.10677,-67.5996,"Pumé",162.75383335,0
paez1247,"Páez","South America",2.61516,-76.3125,"Páez",139.0998333,0
cusc1236,"Cusco Quechua","South America",-14.0853,-71.7663,Quechuan,52.33916667,0
nezp1238,"Nez Perce","North America",46.3073,-116.408,Sahaptian,38.98883333,0
daza1242,Dazaga,Africa,15.7358,15.8517,Saharan,5.167,0
teda1241,Tedaga,Africa,18.0426,14.7717,Saharan,9.579666667,0
coeu1236,"Coeur d'Alene","North America",47.2958,-116.715,Salishan,59.723083335,0
squa1248,Squamish,"North America",49.3231,-123.014,Salishan,145.9771667,0
sand1273,Sandawe,Africa,-5.26918,35.4808,Sandawe,47.57733333,5
kwom1262,Kwoma,Papunesia,-4.08721,142.664,Sepik,241.939,0
seri1257,Seri,"North America",28.9877,-112.384,Seri,11.755666665,0
akha1245,Akha,Eurasia,21.2309,100.964,Sino-Tibetan,107.0758333,0
anga1288,"Angami Naga",Eurasia,25.6841,93.8668,Sino-Tibetan,175.6196667,0
aona1235,"Ao Naga",Eurasia,26.3241,94.3824,Sino-Tibetan,181.9028333,0
garo1247,Garo,Eurasia,25.2954,90.462,Sino-Tibetan,197.3613333,0
karb1241,Karbi,Eurasia,25.7317,93.0462,Sino-Tibetan,175.6196667,0
lepc1244,Lepcha,Eurasia,27.0869,88.5726,Sino-Tibetan,92.0285,0
loth1237,"Lotha Naga",Eurasia,26.014,94.0435,Sino-Tibetan,181.9028333,0
mand1415,"Mandarin Chinese",Eurasia,40.0209,116.228,Sino-Tibetan,46.82583333,4
lush1249,Mizo,Eurasia,22.6138,92.6247,Sino-Tibetan,213.7041667,0
nucl1310,"Nuclear Burmese",Eurasia,20.7926,93.9665,Sino-Tibetan,193.4011667,3
sumi1235,"Sumi Naga",Eurasia,25.9996,94.4235,Sino-Tibetan,151.3966667,0
thad1238,"Thado Chin",Eurasia,24.096,93.722,Sino-Tibetan,160.9576667,0
tibe1272,Tibetan,Eurasia,28.3681,90.1872,Sino-Tibetan,44.88783333,6
wuch1236,"Wu Chinese",Eurasia,29.8621,119.682,Sino-Tibetan,101.9773333,3
yuec1235,"Yue Chinese",Eurasia,23.0,113.0,Sino-Tibetan,136.7581667,5
crow1244,Crow,"North America",45.368,-107.874,Siouan,27.0615,3
lako1247,Lakota,"North America",46.3699,-103.95,Siouan,32.573166665,0
zarm1239,Zarma,Africa,12.8554,2.41173,Songhay,53.63233333,4
aari1239,Aari,Africa,5.95034,36.5721,"South Omotic",102.6308333,0
dime1235,Dime,Africa,6.20951,36.3329,"South Omotic",81.47866667,2
didi1258,Didinga,Africa,4.21489,33.6869,Surmic,46.09666667,4
meen1242,"Me'en",Africa,6.63207,35.6255,Surmic,45.74266667,0
suri1267,Suri,Africa,6.03205,35.0823,Surmic,86.5415,2
anfi1235,Anfillo,Africa,8.568,34.647,Ta-Ne-Omotic,124.38,0
koor1239,Koorete,Africa,5.80545,37.8679,Ta-Ne-Omotic,108.90441665,0
thai1261,Thai,Eurasia,14.192,100.671,Tai-Kadai,94.63783333,6
pure1242,Purepecha,"North America",19.2467,-101.631,Tarascan,90.00133333,0
ticu1245,Ticuna,"South America",-3.66289,-69.8723,Ticuna-Yuri,229.8006667,9
tiwi1244,Tiwi,Australia,-11.6308,130.949,Tiwi,132.04233335,0
trum1247,Trumai,"South America",-11.8119,-53.5717,Trumai,165.3646667,0
cube1242,Cubeo,"South America",1.32382,-70.1939,Tucanoan,251.22,0
tuca1252,Tucano,"South America",0.579755,-69.5763,Tucanoan,269.124,0
ache1246,"Aché","South America",-25.5865,-56.4697,Tupian,124.6475,0
awet1244,"Awetí","South America",-12.9336,-53.5852,Tupian,169.1941667,0
coca1259,Cocama-Cocamilla,"South America",-4.5,-74.0,Tupian,203.2081667,0
east2555,"Eastern Bolivian Guaraní","South America",-21.0909,-61.7179,Tupian,54.02883333,0
kama1373,"Kamayurá","South America",-12.2661,-53.4651,Tupian,169.1941667,0
mbya1239,"Mbyá Guaraní","South America",-26.0188,-52.711,Tupian,135.9063333,0
mund1330,"Mundurukú","South America",-8.41095,-57.691,Tupian,183.5785,2
sate1243,"Sateré-Mawé","South America",-3.63897,-56.8749,Tupian,170.3633333,0
siri1273,"Sirionó","South America",-15.5298,-63.9688,Tupian,141.2374167,0
tapi1254,"Tapirapé","South America",-10.5373,-50.5438,Tupian,165.079,0
temb1276,Tembe,"South America",-2.6123,-48.2359,Tupian,158.276,0
tupi1273,"Tupinambá","South America",-22.807778,-42.106389,Tupian,131.6331667,0
xeta1241,"Xetá","South America",-24.9408,-52.2266,Tupian,130.3363333,0
yuqu1240,Yuqui,"South America",-16.7875,-64.9438,Tupian,203.5356667,0
chuv1255,Chuvash,Eurasia,55.487,47.163,Turkic,44.4895,0
nucl1301,"Nuclear Turkish",Eurasia,39.8667,32.8667,Turkic,42.68766667,0
yaku1245,Yakut,Eurasia,61.6974,133.98,Turkic,22.44183333,0
huaa1248,Amkoe,Africa,-24.20022,20.79583,Tuu,26.2185,3
east2328,"Eastern Mari",Eurasia,55.8307,48.405,Uralic,40.15866667,0
hung1274,Hungarian,Eurasia,46.9069,19.6555,Uralic,41.344,0
khan1273,Khanty,Eurasia,62.4308,66.1218,Uralic,42.50316667,0
nene1249,Nenets,Eurasia,66.1775,71.0234,Uralic,33.02616667,0
uruu1244,Uru,"South America",-16.7255,-68.9712,Uru-Chipaya,63.0205,0
coma1245,Comanche,"North America",34.5701,-98.424,Uto-Aztecan,40.14733333,0
cupe1243,"Cupeño","North America",33.3148,-116.515,Uto-Aztecan,34.87425,0
hopi1249,Hopi,"North America",35.7653,-110.535,Uto-Aztecan,19.7755,0
huic1243,Huichol,"North America",21.954,-104.062,Uto-Aztecan,41.82616667,0
luis1253,Luiseno,"North America",33.3184,-116.939,Uto-Aztecan,33.49858333,0
pana1305,Panamint,"North America",36.0007,-117.901,Uto-Aztecan,20.0318333332857,0
serr1255,Serrano,"North America",33.9479,-116.772,Uto-Aztecan,38.72691667,0
kwak1269,Kwakiutl,"North America",50.9269,-127.308,Wakashan,195.2758333,0
nuuc1236,Nuu-chah-nulth,"North America",,,Wakashan,214.8940833,0
wara1303,Warao,"South America",7.50851,-59.3528,Warao,107.6936667,0
wash1253,Washo,"North America",38.8184,-119.64,Washo,55.627916665,0
nina1238,Ninam,"South America",4.03894,-62.7801,Yanomam,261.23441665,0
sanu1240,"Sanumá","South America",1.31875,-67.6498,Yanomam,245.3733333,0
yano1261,"Yanomamö","South America",1.67967,-64.8781,Yanomam,244.7775,0
yano1262,"Yanomámi","South America",2.48999,-62.8522,Yanomam,244.7775,0
kett1243,Ket,Eurasia,63.7551,87.5466,Yeniseian,44.09416667,0
yuch1247,Yuchi,"North America",35.9615,-95.0393,Yuchi,106.3493333,0
nort2745,"Northern Yukaghir",Eurasia,65.3874,151.318,Yukaghir,17.049,0
yuki1243,Yuki,"North America",39.8389,-123.296,Yuki-Wappo,95.641166666,0
yama1264,"Yámana","South America",-55.2748,-68.2648,"Yámana",64.94283333,0
cham1315,Chamacoco,"South America",-20.5899,-58.2005,Zamucoan,70.63466667,0
zuni1245,Zuni,"North America",35.0056,-108.782,Zuni,17.92966667,0
